survey_date,target_year,expected_usd_per_eur,KEY,TITLE_COMPL,spot_usd_per_eur,expected_eur_per_usd,spot_eur_per_usd,expected_log_change_eur_per_usd,horizon_years_approx
2025-06-30,2029,1.120452937,SPF.Q.U2.ASSU.USD.2029.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2029 - Quarterly survey,1.177,0.8924962104,0.849617672,0.04923581695,4
2025-09-30,2026,1.166672999,SPF.Q.U2.ASSU.USD.2026.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2026 - Quarterly survey,1.1735,0.8571382046,0.852151683,0.005834628483,1
2025-09-30,2027,1.175072361,SPF.Q.U2.ASSU.USD.2027.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2027 - Quarterly survey,1.1735,0.8510114212,0.852151683,-0.001338993314,2
2025-09-30,2030,1.185933208,SPF.Q.U2.ASSU.USD.2030.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2030 - Quarterly survey,1.1735,0.8432178082,0.852151683,-0.01053924538,5
2025-12-31,2026,1.191172567,SPF.Q.U2.ASSU.USD.2026.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2026 - Quarterly survey,1.1736,0.8395089237,0.8520790729,-0.01486222491,1
2025-12-31,2027,1.195596166,SPF.Q.U2.ASSU.USD.2027.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2027 - Quarterly survey,1.1736,0.8364028159,0.8520790729,-0.01856899691,2
2025-12-31,2030,1.202997881,SPF.Q.U2.ASSU.USD.2030.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2030 - Quarterly survey,1.1736,0.8312566595,0.8520790729,-0.02474072782,5
2026-03-31,2027,1.185731868,SPF.Q.U2.ASSU.USD.2027.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2027 - Quarterly survey,1.1518,0.8433609884,0.8682062858,-0.02903425777,1
2026-03-31,2028,1.196489446,SPF.Q.U2.ASSU.USD.2028.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2028 - Quarterly survey,1.1518,0.8357783707,0.8682062858,-0.03806587178,2
2026-03-31,2030,1.2009212,SPF.Q.U2.ASSU.USD.2030.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2030 - Quarterly survey,1.1518,0.8326941021,0.8682062858,-0.04176299255,4
2026-06-30,2027,1.190329226,SPF.Q.U2.ASSU.USD.2027.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2027 - Quarterly survey,1.1403,0.8401037109,0.8769622029,-0.04293854369,1
2026-06-30,2028,1.203445506,SPF.Q.U2.ASSU.USD.2028.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2028 - Quarterly survey,1.1403,0.8309474713,0.8769622029,-0.05389731189,2
2026-06-30,2030,1.196509603,SPF.Q.U2.ASSU.USD.2030.Q.AVG,Euro area (changing composition) - Assumptions - US dollar exchange rate in Euro - 2030 - Quarterly survey,1.1403,0.8357642911,0.8769622029,-0.04811726844,4
